text,clean_text,true_label,svm_pred,lr_pred,bert_pred,ensemble_pred,ensemble_correct
"spent 3 hours watching David Blaine youtube videos, THAT GUY IS FUCKING RIDICULOUS",spent hours watching david blaine youtube videos that guy is fucking ridiculous,Negative,Negative,Negative,Negative,Negative,True
@user Wow...this is one deadly statement! Reminding me of the Greta Muhammad Ali.,wow this is one deadly statement reminding me of the greta muhammad ali,Positive,Neutral,Positive,Positive,Positive,True
Who's we? Isn't this the lady who trashes leftists every 15 minutes?,who we isn this the lady who trashes leftists every minutes,Negative,Negative,Negative,Negative,Negative,True
I wanna live in a world where Vanessa Hudgens and Zac Efron get back together,wanna live in world where vanessa hudgens and zac efron get back together,Positive,Neutral,Neutral,Neutral,Neutral,False
"@user @user @user calls the alt rightists ""dangerously bright"" incl spencer",calls the alt rightists dangerously bright incl spencer,Neutral,Neutral,Negative,Negative,Negative,False
"@user Helen is rabid feminist liar- vulnerable children denied hugs by male carers? Oh wait, no robots available for caring.",helen is rabid feminist liar vulnerable children denied hugs by male carers oh wait not robots available for caring,Negative,Negative,Negative,Negative,Negative,True
"The #ElectoralCollege should choose #HRC. If you agree, read & sign here: #TrumpLeaks",the electoralcollege should choose hrc if you agree read sign here trumpleaks,Neutral,Positive,Neutral,Neutral,Neutral,True
You can now virtually travel the planet as #Google Earth is available in VR.,you can now virtually travel the planet as google earth is available in vr,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user @user Don't waste your time and money. Better to buy some toilet cleaner. Stop allowing her to push her political BS,has waste your time and money better to buy some toilet cleaner stop allowing her to push her political bs,Negative,Positive,Neutral,Negative,Negative,True
"@user @user I heard someone say elections have consequences.... Who was that? Reid or Pelosi? oh yes, obama",heard someone say elections have consequences who was that reid or pelosi oh yes obama,Negative,Neutral,Negative,Negative,Negative,True
@user like jerry jones and tony romo do every Sunday night after their wives go to bed?,like jerry jones and tony romo do every sunday night after their wives will to bed,Neutral,Neutral,Neutral,Neutral,Neutral,True
KC preparing for self-driving cars @user @user @user @user,kc preparing for self driving cars,Neutral,Neutral,Neutral,Neutral,Neutral,True
Another lovely day in #Jerusalem 🌞🌞🌞,another lovely day in jerusalem,Positive,Positive,Positive,Positive,Positive,True
Donald Trump may not be able to get White House security clearance for Steve Bannon via @user,donald trump may not be able to get white house security clearance for steve bannon via,Negative,Neutral,Neutral,Negative,Negative,True
The Evelyn McCPeters Art Journal is out! Stories via @user #thanksgiving #nbawards,the evelyn mccpeters art journal is out stories via thanksgiving nbawards,Positive,Neutral,Neutral,Neutral,Neutral,False
Just in: Trump advisor Steve Bannon wants Black Friday banned. Shopping day doesn't fit Alt-Right color scheme.,just in trump advisor steve bannon wants black friday banned shopping day doesn can alt right color scheme,Negative,Neutral,Neutral,Negative,Negative,True
BIOMETRIC VOTER REGISTRATION AND VOTER IDENTIFICATION SYSTEM FOR MIDTERM ELECTIONS*THE BEST OF TECH SEPERATE SYSTEM…,biometric voter registration and voter identification system for midterm elections the best of tech seperate system,Neutral,Neutral,Neutral,Neutral,Neutral,True
"Turkey you meddling fuck. I'm just kidding, you are a strong independent state actor who does what she pleases.…",turkey you meddling fuck just kidding you are strong independent state actor who does what she pleases,Neutral,Neutral,Negative,Positive,Positive,False
"A week ago, Mike Pence went to Hamilton. #NeverForget",week ago mike pence went to hamilton neverforget,Neutral,Neutral,Neutral,Positive,Positive,False
"Here's the 45 of song 14 in tonight's Bob Dylan Countdown, Wigwam from 1970.",here the of song in tonight bob dylan countdown wigwam from,Neutral,Neutral,Neutral,Neutral,Neutral,True
Happy Hawks Day! The team is in Salt Lake City to face the @user tonight at 8pm ET!📺: @user 📻: @user #TrueToAtlanta,happy hawks day the team is in salt lake city to face the tonight at pm et truetoatlanta,Positive,Positive,Positive,Positive,Positive,True
"@user Those ""Tony Romo"" socks, that's a no go. Package them up, send them to Skip Bayless.",those tony romo socks that not will package them up send them to skip bayless,Negative,Negative,Negative,Negative,Negative,True
Jacqueline Woodson and Jimmy Baldwin have both been nominated a National Book Award 4 times! #NBAwards,jacqueline woodson and jimmy baldwin have both been nominated national book award times nbawards,Positive,Positive,Positive,Positive,Positive,True
"@user @user @user @user ! NOT JUST WI, PA, & MI! #Audit #Recount in NC/NH/IA/AZ/…",not just wi pa mi audit recount in nc nh ia az,Neutral,Neutral,Neutral,Neutral,Neutral,True
Christmas 🎄 then valentines 💝,christmas then valentines,Positive,Neutral,Neutral,Neutral,Neutral,False
"I was thinking about trying to fix my dishwasher, but then I remembered that it is over 17 years old and euthanasia is an acceptable end.",was thinking about trying to fix my dishwasher but then remembered that it is over years old and euthanasia is an acceptable end,Neutral,Negative,Negative,Negative,Negative,False
#NationalFastFoodDay Don't Forgot to #BoycottPepsi after Pepsi CEO’s Anti-Trump... by #Sheepdog176 via @user,nationalfastfoodday has forgot to boycottpepsi after pepsi ceos anti trump by sheepdog via,Negative,Neutral,Neutral,Neutral,Neutral,False
Tony Romo auto contest prize out of Huddle,tony romo auto contest prize out of huddle,Positive,Neutral,Neutral,Positive,Positive,True
"@user of course it is relevant to #BlackLivesMatter, a black life was brutally taken away...",of course it is relevant to blacklivesmatter black life was brutally taken away,Negative,Neutral,Neutral,Negative,Negative,True
@user @user any left?,any left,Neutral,Neutral,Negative,Neutral,Neutral,True
that my also 7 that’s but into with export Hillary rolls TPP nationally have return United,that my also thats but into with export hillary rolls tpp nationally have return united,Neutral,Negative,Neutral,Neutral,Neutral,True
@user that's not true but the clinton foundation did mishandle haiti,that not true but the clinton foundation did mishandle haiti,Neutral,Negative,Negative,Negative,Negative,False
"Special Edition of Impact with Jackie Nespral: Fidel Castro's Burial-- Dec. 4, 2016",special edition of impact with jackie nespral fidel castro burial dec,Neutral,Neutral,Neutral,Neutral,Neutral,True
.@SpeakerRyan never thought a pot of money he didn't want to raidTrump says okThere goes another campaign promisehttps://t.co/VSsYSQTUL8,never thought pot of money he didn want to raidtrump says okthere goes another campaign promise,Negative,Negative,Negative,Negative,Negative,True
"@user You, Comey, Bernie bros, 3rd Party and the GOP w/ their voter suppression gave us Trump. Own it!",you comey bernie bros rd party and the gop their voter suppression gave us trump own it,Negative,Neutral,Negative,Negative,Negative,True
"Google this important piece & write to 99K Americans have so far, inc. 6K today.",google this important piece write to americans have so far inc today,Positive,Positive,Positive,Neutral,Neutral,False
Christian is back with his #TheWalkingDead discussion on #TheCell! #twd #TWDFamily #letstalk,christian is back with his thewalkingdead discussion on thecell twd twdfamily letstalk,Neutral,Neutral,Positive,Positive,Positive,False
Everything in my @user store is now on sale! 48 hours only! If you like #DavidBowie #TheWalkingDead #ledzeppelin #HorrorMovies,everything in my store is now on sale hours only if you like davidbowie thewalkingdead ledzeppelin horrormovies,Positive,Positive,Positive,Positive,Positive,True
"@user @user They'll say that Nazi referrals are fine as it's driven by ideology, whereas Islamism.....*coughs*...,.obviously isn't",they ll say that nazi referrals are fine as it driven by ideology whereas islamism coughs obviously isn,Negative,Negative,Negative,Negative,Negative,True
"#Turkey #Yemen EU should not freeze accession talks with Turkey, Germany says",turkey yemen eu should not freeze accession talks with turkey germany says,Negative,Neutral,Neutral,Negative,Negative,True
"#HurtFeelingsInChinaToday: US should butt out of alliances that upset “Kim Fatty the Third"" & his bum buddiesBy…",hurtfeelingsinchinatoday us should butt out of alliances that upset kim fatty the third his bum buddiesby,Negative,Negative,Negative,Negative,Negative,True
@user @user @user @user @user And he's not in the house yet! @user @user,and he not in the house yet,Neutral,Neutral,Neutral,Negative,Negative,False
@user @user He violated the Cuba embargo. @user,he violated the cuba embargo,Neutral,Neutral,Neutral,Negative,Negative,False
"THIS Was Just Revealed About Hillary’s So-Called ‘Popular Vote Win’, She’s BUSTED!",this was just revealed about hillarys so called popular vote win shes busted,Negative,Positive,Positive,Negative,Negative,True
@user Have we heard all of Cigarettes and Valentines now?,have we heard all of cigarettes and valentines now,Neutral,Neutral,Neutral,Neutral,Neutral,True
@user : that's the unconvenient truth. Leftists don't get plus points,that the unconvenient truth leftists has get plus points,Neutral,Neutral,Negative,Neutral,Neutral,True
Watching #thankyouobama on @user this @user 'u make me wanna' remix using that sweet sable 'old times sake' beat was 🔥🔥🔥very unexpected,watching thankyouobama on this let me wanna remix using that sweet sable old times sake beat was very unexpected,Positive,Positive,Positive,Positive,Positive,True
"@user Tesla Network enrollee's eligible for relatively low cost insurance, since 'self-driving' cars are safer? Tesla to self-insure?",tesla network enrollee eligible for relatively low cost insurance since self driving cars are safer tesla to self insure,Positive,Neutral,Negative,Neutral,Neutral,False
#TheLinuxFoundation Microsoft's open source love fest continues as it joins Linux Foundation. Read more:,thelinuxfoundation microsoft open source love fest continues as it joins linux foundation read more,Positive,Positive,Neutral,Neutral,Neutral,False
